level,neuron_index,parent_neuron_index,class_label,coord_dim1,coord_dim2,win_count
0,0,-1,0,1.4081639112171827,0.7401750551381391,15
1,0,0,0,1.5179006802174766,0.8199492819648257,1
1,1,0,0,1.4272020584905438,0.5854736275707105,4
2,0,1,0,1.4222223875465776,0.5451287637082631,1
2,1,1,0,1.425091699386239,0.5999644965520947,2
2,2,1,0,1.4351509150703046,0.5735742553494957,1
1,2,0,0,1.37694057848946,0.684296105258038,2
1,3,0,0,1.3192297669005058,0.7761937236802339,2
1,4,0,0,1.4338864108423768,0.7799252893298535,1
1,5,0,0,1.414452113994807,0.8285140947041791,3
2,0,5,0,1.3772773630420543,0.9008460777784888,1
2,1,5,0,1.4038672918772799,0.8179642572174036,2
2,2,5,0,1.3897426500883776,0.8596631596034906,0
1,6,0,0,1.455289761411093,0.7361010714447646,2
1,7,0,0,1.4661763971061417,0.8242316883345024,0
0,1,-1,0,0.6506818705286387,1.4976895496673128,5
1,0,1,0,0.7981679811785529,1.7935563632583795,1
1,1,1,0,0.5066448297244678,1.4320060863072241,2
1,2,1,0,0.6918983464554065,1.5594727908783788,2
1,3,1,0,0.5992715880899371,1.4957394385928016,0
0,2,-1,0,0.8632360957715761,0.427729249114021,8
1,0,2,0,0.8963161592175801,0.2820628283023531,2
1,1,2,0,0.798454872462329,0.49821529442566204,2
1,2,2,0,0.8949799555569289,0.4095253919740779,2
1,3,2,0,0.8846594677662987,0.46549990023082144,2
1,4,2,0,0.8432372856036076,0.48207078599401304,0
0,3,-1,0,1.206690894858725,1.0221797726748134,14
1,0,3,0,1.280810455647232,0.9294445175322891,4
2,0,0,0,1.294467160067414,0.9558331467593706,2
2,1,0,0,1.2789861912691207,0.8705314774326974,1
2,2,0,0,1.2753760775366658,0.9092424515432078,1
1,1,3,0,1.0997320249125213,1.1416484872988304,2
1,2,3,0,1.235857696432657,1.0790431679915597,2
1,3,3,0,1.2107914342147885,0.967967307237922,1
1,4,3,0,1.1588988331042496,1.0929384388333951,0
1,5,3,0,1.2365484058718035,0.9408566733838895,3
2,0,5,0,1.2119900084907917,0.9189217488243056,1
2,1,5,0,1.2406700721768869,0.943731572987398,1
2,2,5,0,1.2284346976760605,0.9284734072802652,1
1,6,3,0,1.121620679544557,1.107293557124615,2
0,4,-1,0,0.7810040122160611,1.1073428542468737,13
1,0,4,0,0.5583385104442188,1.094824274156128,1
1,1,4,0,0.8514492479512243,1.157191333443128,4
2,0,1,0,0.8324298577770064,1.2220729749768118,1
2,1,1,0,0.8496500420823081,1.154145064976713,3
3,0,1,0,0.847906323250694,1.1635489124511025,2
3,1,1,0,0.855563414362155,1.1344060206233602,1
3,2,1,0,0.8517228747865243,1.1490441407331233,0
2,2,1,0,0.8407275107178699,1.1875203677537283,0
1,2,4,0,0.8611887379531931,1.0391685101875483,4
2,0,2,0,0.8526852717845146,1.0054337318098163,2
2,1,2,0,0.9001285715646364,1.0755581775765097,2
2,2,2,0,0.8798282723491807,1.041531393949668,0
1,3,4,0,0.7304959016839823,1.060730217320795,0
1,4,4,0,0.655632892430365,1.0615187386736806,1
1,5,4,0,0.6283389474472101,1.088038940174929,2
1,6,4,0,0.8575601251625916,1.0999719168579039,1
0,5,-1,0,1.49407981169405,1.2113396217977102,8
1,0,5,0,1.5228284702370007,1.1029375331026494,3
2,0,0,0,1.53330786658231,1.022190943847559,1
2,1,0,0,1.503435870042733,1.123806726253885,2
2,2,0,0,1.5200676630837433,1.0729028350397005,0
1,1,5,0,1.4518609932735984,1.3370625590259926,3
2,0,1,0,1.5323157119635877,1.4049693609364176,1
2,1,1,0,1.4076167531783466,1.3075287990577846,1
2,2,1,0,1.4743993710263488,1.3549312125317312,1
1,2,5,0,1.5940944059048436,1.2632470013575088,2
1,3,5,0,1.5520255457527903,1.1976657983680676,0
1,4,5,0,1.5041309764116388,1.2691856158337464,0
0,6,-1,0,0.9323804610310107,0.843102257754333,6
1,0,6,0,0.9197024003983089,0.7765795183858919,2
1,1,6,0,0.9460491585676503,0.9023877842943319,2
1,2,6,0,0.9103005360285996,0.8297361597905821,2
1,3,6,0,0.9276346516554009,0.8627200818167334,0
0,7,-1,0,1.1234563220926659,1.4267260849051593,18
1,0,7,0,1.401395976023973,1.8554255497870773,1
1,1,7,0,1.1155777170087158,1.2661926773756507,5
2,0,1,0,1.156134187369466,1.2757714337962804,2
2,1,1,0,1.0712085538126384,1.2421126516700156,2
2,2,1,0,1.1135510624222058,1.2610015942954225,1
2,3,1,0,1.1348426248958359,1.2683865140458515,0
1,2,7,0,1.2326020472438084,1.5635204661706943,1
1,3,7,0,1.0613410935075047,1.546574688039319,2
1,4,7,0,1.0604815521888629,1.4380865098651023,2
1,5,7,0,1.05548018560289,1.3761396104212271,2
1,6,7,0,1.1208216245225924,1.470021789032803,3
2,0,6,0,1.15429137803086,1.4711606440807248,1
2,1,6,0,1.1341979758140681,1.4185874428691208,1
2,2,6,0,1.1436721872288242,1.4459263893962337,1
1,7,7,0,1.1142960175642989,1.3359457568187247,2
1,8,7,0,1.0637294063803657,1.491368700800891,0
0,8,-1,0,1.1076749549227245,0.6097704748060386,8
1,0,8,0,1.070278752733464,0.7063591938812778,4
2,0,0,0,1.1050970760862537,0.6576140575726318,1
2,1,0,0,1.0662701580164267,0.7088714751096271,3
3,0,1,0,1.096883087399418,0.7290585090438665,1
3,1,1,0,1.0502570645616673,0.6999670752845042,2
3,2,1,0,1.0731108749457308,0.7145514796677022,0
2,2,0,0,1.0843350176263267,0.682974534642332,0
1,1,8,0,1.2092512335905043,0.45513571122900803,2
1,2,8,0,1.0467768878998953,0.6233778225035947,2
1,3,8,0,1.120246383950832,0.5638785464065241,0
1,4,8,0,1.1633239959166584,0.5112817800454157,0
0,9,-1,0,0.4605410245088974,0.7621651530750869,5
1,0,9,0,0.4571922089078131,0.6130740208077454,2
1,1,9,0,0.3612454423453114,0.9427284595202837,1
1,2,9,0,0.4229780953122286,0.7743815251311528,2
1,3,9,0,0.44008515211002086,0.6937277729694491,0
0,0,-1,1,3.124254677179917,2.4249633147259946,4
1,0,0,1,3.0415013002021305,2.4046048228479178,2
1,1,0,1,3.2618708356426787,2.244627331063027,1
1,2,0,1,3.187837931527547,2.374718867447243,1
0,1,-1,1,3.551011987673467,3.012864483030917,9
1,0,1,1,3.583960127900203,2.905683286303156,2
1,1,1,1,3.8023126303847734,3.2077825559061974,1
1,2,1,1,3.5990346327403384,3.160725889816214,1
1,3,1,1,3.5659702517836624,3.043418772210799,1
1,4,1,1,3.5141400396971076,2.991106560119348,4
2,0,4,1,3.374088004454574,2.979215364227078,1
2,1,4,1,3.5044889058106663,3.001734194175488,2
2,2,4,1,3.431490067255577,2.990535465882737,1
0,2,-1,1,2.924148154775331,3.365075887860118,11
1,0,2,1,2.9999120845995177,3.329090431621432,4
2,0,0,1,3.0180812516071525,3.3921950058104344,1
2,1,0,1,3.0011989565894917,3.294022444184208,2
2,2,0,1,3.0141064566645888,3.341510523920337,1
1,1,2,1,2.9249111795672698,3.492129406375024,2
1,2,2,1,2.8449696390617696,3.339289355728015,2
1,3,2,1,2.832772838859341,3.4268693541939825,1
1,4,2,1,2.9237535109941186,3.375154348284992,0
1,5,2,1,2.9233348285366954,3.327628844762771,2
0,3,-1,1,2.832570285831818,3.0271766017931405,10
1,0,3,1,2.8199820104253597,2.9544834062052088,4
2,0,0,1,2.7914102006842363,2.95475025656161,2
2,1,0,1,2.86752041980489,2.945959215896494,1
2,2,0,1,2.8274801537268366,2.9521625061976633,1
1,1,3,1,2.8213254624372635,3.108147723743439,2
1,2,3,1,2.8441869985179027,3.0401696552036546,2
1,3,3,1,2.8515486479261005,2.9955366226903237,1
1,4,3,1,2.8385410746894406,3.0720276054509528,1
1,5,3,1,2.829933268563352,3.090087664597196,0
0,4,-1,1,2.6955552595094496,2.8014620783454456,8
1,0,4,1,2.691357603877063,2.708000119583463,2
1,1,4,1,2.62230253301474,2.8801437183175644,2
1,2,4,1,2.7225042004648294,2.840281896324584,3
2,0,2,1,2.7426032148971267,2.8776288108771504,1
2,1,2,1,2.7294367993306796,2.8244367510138595,2
2,2,2,1,2.7349026826459344,2.851249638909006,0
1,3,4,1,2.69978022773277,2.785257964245184,0
1,4,4,1,2.7021793782632444,2.7468153032056297,1
0,5,-1,1,3.0610667686195248,3.1383985999438324,14
1,0,5,1,3.094270104430551,3.0239855087282375,4
2,0,0,1,3.0543793298738473,3.0095262077486082,2
2,1,0,1,3.180625625470746,3.0365565354333297,1
2,2,0,1,3.118463359146501,3.025959816924578,1
1,1,5,1,3.087527288682676,3.2750613953327217,2
1,2,5,1,3.0076483578975552,3.197135234928447,4
2,0,2,1,3.0456344427488538,3.2074779060303436,2
2,1,2,1,2.9094126406102263,3.175337758233517,1
2,2,2,1,2.9848104004353817,3.193200538406417,1
1,3,5,1,3.030028939918461,3.127542016567392,2
1,4,5,1,3.0867945077069936,3.098590658076273,1
1,5,5,1,3.0326348080824492,3.1613668597064986,1
1,6,5,1,3.0883117532009283,3.060829488067268,0
0,6,-1,1,2.945100622366199,2.6724286670531527,11
1,0,6,1,2.971008577574801,2.6360457982242926,8
1,1,6,1,2.869605472999294,2.732374339858958,3
0,7,-1,1,3.2021535522806226,2.77539365885996,12
1,0,7,1,3.139088329419633,2.7642025004906516,3
2,0,0,1,3.1168791256901986,2.8243883706686734,1
2,1,0,1,3.136437278148041,2.7735363581988963,2
2,2,0,1,3.127005256786892,2.7994085723186037,0
1,1,7,1,3.2911017658058728,2.912898348803794,2
1,2,7,1,3.267906732391967,2.8016228178787506,1
1,3,7,1,3.24396024440533,2.7097950648666207,3
2,0,3,1,3.261034731259064,2.706198372175634,1
2,1,3,1,3.2312262009546737,2.6578322234087866,1
2,2,3,1,3.245388141683468,2.6801859743014975,1
1,4,7,1,3.1891745947033003,2.731210474108127,2
1,5,7,1,3.165796104657209,2.7420432209865546,1
0,8,-1,1,2.599860999162777,3.2446652094371315,11
1,0,8,1,2.525220451574639,3.0900837887274895,3
2,0,0,1,2.4870567927960545,3.0262199604625706,1
2,1,0,1,2.538822658264608,3.1278028575571626,2
2,2,0,1,2.5130330120952182,3.077262043404777,0
1,1,8,1,2.5608619717751284,3.4530316929310634,2
1,2,8,1,2.640718665928112,3.180613572909682,3
2,0,2,1,2.7565297950693086,3.2099877259375287,1
2,1,2,1,2.603755412820227,3.170793838571297,2
2,2,2,1,2.679799827703841,3.1903422620382833,0
1,3,8,1,2.634628010060005,3.270381161164,2
1,4,8,1,2.6082692504255123,3.3521629389803196,1
1,5,8,1,2.5870187491525884,3.3966319208666853,0
0,9,-1,1,3.294439521846353,3.3173825460759376,10
1,0,9,1,3.5588699475699723,3.546187807584375,1
1,1,9,1,3.2392424744370936,3.230461691106343,4
2,0,1,1,3.314434442669165,3.1566836179088957,2
2,1,1,1,3.171672561137789,3.276324224063121,2
2,2,1,1,3.2457672518748386,3.2200277039257243,0
1,2,9,1,3.448509449787678,3.356685134984792,1
1,3,9,1,3.254820828168807,3.411799588775584,3
2,0,3,1,3.172518700396393,3.4611378619213227,1
2,1,3,1,3.2459665852953172,3.4369994112963713,2
2,2,3,1,3.2094108226177713,3.449030459681869,0
1,4,9,1,3.2855378533918502,3.308798128996331,1
1,5,9,1,3.262390163914472,3.2696299100513366,0
0,0,-1,2,0.6704970397851513,2.6259670466634706,10
1,0,0,2,0.6980912851571262,2.353892451398531,1
1,1,0,2,0.5594554829110996,2.6795514710628643,3
2,0,1,2,0.43497952236762444,2.5920866097414414,2
2,1,1,2,0.6908408287759985,2.8422618997981552,1
2,2,1,2,0.5632908359008684,2.7163835397401948,0
1,2,0,2,0.7255038188589882,2.537285154761394,1
1,3,0,2,0.7223963380915719,2.6442062845170864,3
2,0,3,2,0.7648975403508352,2.738855383773583,1
2,1,3,2,0.7489716238304709,2.613309505884609,1
2,2,3,2,0.762446175464451,2.670866726764361,1
1,4,0,2,0.6341916518212359,2.6305601139076806,2
1,5,0,2,0.5968235673661677,2.6550557924852725,0
0,1,-1,2,1.1063285037990895,2.6538865292298808,14
1,0,1,2,1.1164249623091484,2.7141498797188133,7
2,0,0,2,1.1159089215112576,2.677125553600139,2
2,1,0,2,1.124990085679056,2.7614462495146572,2
2,2,0,2,1.109962874560241,2.700689959866218,3
3,0,2,2,1.1085342309269681,2.694095662303391,2
3,1,2,2,1.1088714512283941,2.7046447595133607,1
3,2,2,2,1.1087321552861165,2.6987523220000784,0
2,3,0,2,1.1166369083460903,2.726534361580263,0
1,1,1,2,1.210351259874863,2.5110105722434066,2
1,2,1,2,1.0331286996600566,2.641758139052723,3
2,0,2,2,1.0171629712507515,2.665280728343051,2
2,1,2,2,1.0258865321675594,2.5891858669825827,1
2,2,2,2,1.0219972743928791,2.6277661290607943,0
1,3,1,2,1.157960862652244,2.6247509411506007,1
1,4,1,2,1.1389711640721016,2.5577196015475514,1
1,5,1,2,1.1722696474639611,2.547435224272307,0
1,6,1,2,1.1892323762032218,2.5311750878430272,0
0,2,-1,2,1.284326595347078,3.329810065757377,14
1,0,2,2,1.1878607831559886,3.247928825990421,4
2,0,0,2,1.2175398206991728,3.215106647394247,1
2,1,0,2,1.166478216042829,3.2619300786791605,2
2,2,0,2,1.186178656041638,3.2344720684102817,1
1,1,2,2,1.5413760962789091,3.432424885752753,2
1,2,2,2,1.262680116250707,3.3608309281690567,2
1,3,2,2,1.3307951598920513,3.48231474880225,3
2,0,3,2,1.344103065829344,3.5122307586433457,2
2,1,3,2,1.2860169746593637,3.4621204137501165,1
2,2,3,2,1.314557401604793,3.488977131009529,0
1,4,2,2,1.4080729184891476,3.453180055066646,0
1,5,2,2,1.2649984492034023,3.2802098498056314,1
1,6,2,2,1.286237111376597,3.3152420431124776,2
0,3,-1,2,1.0692865101600102,3.046471200337919,11
1,0,3,2,1.0120870171297403,2.9700192962546117,2
1,1,3,2,1.0869309242911191,3.1090966522622883,4
2,0,1,2,1.1007394494884384,3.0961396885588255,2
2,1,1,2,1.072655235240825,3.1212296177699317,1
2,2,1,2,1.0850149436917609,3.100426782016028,1
1,2,3,2,1.086237736815802,3.0517154158680153,1
1,3,3,2,1.0902611787448977,3.0153298597192815,2
1,4,3,2,1.0421323901366444,3.0088076945643585,1
1,5,3,2,1.0384465963846126,2.9815084819859443,1
0,4,-1,2,0.9718360050782322,3.30037280068247,11
1,0,4,2,1.090606164763718,3.257468747718838,2
1,1,4,2,0.7580602766624329,3.4629769961807773,2
1,2,4,2,0.9905337060449118,3.2519509332024157,3
2,0,2,2,0.9667651493488378,3.197212113831126,2
2,1,2,2,1.0070160326782787,3.266459609224205,1
2,2,2,2,0.9872475275118948,3.2312546822219326,0
1,3,4,2,0.9175374124250424,3.3220687942296556,1
1,4,4,2,0.8539296054273472,3.37455256674222,0
1,5,4,2,1.0385655233829807,3.2658184226302938,3
2,0,5,2,1.0405962703805354,3.319519980769137,1
2,1,5,2,1.0492276593666237,3.1989476474326786,1
2,2,5,2,1.0455554079814204,3.2595454538768314,1
0,5,-1,2,0.4933019416246819,3.0173826669442256,5
1,0,5,2,0.38356592762835245,2.8400860380609263,1
1,1,5,2,0.49991510163959707,3.1163516142205974,3
2,0,1,2,0.35479826978826523,3.184959020630399,1
2,1,1,2,0.5819790135445475,3.1003944863415818,1
2,2,1,2,0.47070630668901925,3.1535868381685317,1
1,2,5,2,0.46804331924492304,2.9497087223870033,1
1,3,5,2,0.48397921044226005,3.0330301683038003,0
0,6,-1,2,1.35478685947051,2.8373862333570115,15
1,0,6,2,1.2358127589614831,2.884616990757677,5
2,0,0,2,1.2328518241069906,2.8654888517992996,3
3,0,0,2,1.2499706609025536,2.86799845148012,1
3,1,0,2,1.2152149480837249,2.8551903790058972,2
3,2,0,2,1.230985136944098,2.8610029326585433,0
2,1,0,2,1.2379800402925014,2.92640325758044,1
2,2,0,2,1.227674916757229,2.9007291455693993,1
2,3,0,2,1.2302633704321098,2.8831089986843494,0
1,1,6,2,1.5703978398939331,2.830186459025406,1
1,2,6,2,1.4222022221917268,2.780378175365525,2
1,3,6,2,1.3687717414204545,2.8711621577070603,3
2,0,3,2,1.368150715018135,2.8975146431554144,1
2,1,3,2,1.373460239500639,2.828839962903832,1
2,2,3,2,1.3695098400863985,2.8641340936772983,1
1,4,6,2,1.316786770244442,2.891168406749303,2
1,5,6,2,1.501392740400183,2.7692251402581918,1
1,6,6,2,1.4615103671632768,2.7594451517900604,1
1,7,6,2,1.2762997646029626,2.88789269875349,0
0,7,-1,2,0.9450387618584201,2.8199838708683425,7
1,0,7,2,0.8385768888746581,2.7707585549282934,2
1,1,7,2,1.0117534693952377,2.858382847271037,3
2,0,1,2,0.9861899960459215,2.888234497882798,1
2,1,1,2,1.0803109514968452,2.829533246015656,1
2,2,1,2,1.0299300682232486,2.856357030395608,1
1,2,7,2,0.9183835748010403,2.8135467470468347,1
1,3,7,2,0.9615914320768765,2.826873017000396,1
0,8,-1,2,1.3466980731067635,3.036931659173744,6
1,0,8,2,1.266621020652078,3.025087413803515,2
1,1,8,2,1.4429170022313869,3.075223194645851,1
1,2,8,2,1.3703141568006352,3.0042191806463983,2
1,3,8,2,1.403276109637978,3.034231587933617,1
0,9,-1,2,0.8052393593571973,3.1370604258533947,7
1,0,9,2,0.7174131434705475,3.2186707610317296,3
2,0,0,2,0.7012542139385508,3.2054439507742516,1
2,1,0,2,0.7596140679198458,3.2590101206757893,1
2,2,0,2,0.731882263680765,3.234137534823539,1
1,1,9,2,0.856306045386013,3.0437316531538294,2
1,2,9,2,0.7876594975075869,3.169601794469549,1
1,3,9,2,0.8157703043441223,3.1117543523846827,1
